year,songtitle,artistname,songID,artistID,timesignature,timesignature_confidence,loudness,tempo,tempo_confidence,key,key_confidence,energy,pitch,timbre_0_min,timbre_0_max,timbre_1_min,timbre_1_max,timbre_2_min,timbre_2_max,timbre_3_min,timbre_3_max,timbre_4_min,timbre_4_max,timbre_5_min,timbre_5_max,timbre_6_min,timbre_6_max,timbre_7_min,timbre_7_max,timbre_8_min,timbre_8_max,timbre_9_min,timbre_9_max,timbre_10_min,timbre_10_max,timbre_11_min,timbre_11_max,Top10
1997,Away from the Numbers,The Jam,SOQMOYC1315CD47F0A,ARJG2ID1187B9A767E,4,0.9790000000000001,-8.52,135.276,0.502,7,1.0,0.8398578440000001,0.017,0.0,53.55,-7.811,193.803,-101.12899999999999,107.954,-305.867,293.084,-71.517,57.49100000000001,-62.438,215.585,-76.756,54.968,-78.12,61.643,-68.222,34.894,-45.173,59.39,-142.577,24.669,-48.11600000000001,28.728,0
2007,If I Could Have You Back,Aly & AJ,SODOFKA12AF72A44CE,ARRHNA81187FB53D58,4,0.977,-4.397,77.479,0.38299999999999995,6,0.7879999999999999,0.653477867,0.01,0.0,57.519,-110.759,219.623,-163.765,178.084,-131.68200000000002,392.832,-79.313,101.71600000000001,-103.605,222.355,-78.384,71.887,-130.636,124.13799999999999,-61.845,32.083,-63.782,93.965,-107.835,80.804,-46.278999999999996,49.396,0
2006,Coal to Diamonds,Gossip,SOVHCJD13134385CE1,ARGMWJL128ABE0EC8E,4,0.9890000000000001,-10.502,100.245,0.773,3,0.604,0.295280979,0.003,0.0,54.138999999999996,-183.168,186.963,-163.474,139.418,-293.53,248.298,-71.898,85.20700000000001,-86.52,138.366,-98.633,62.309,-95.794,95.55,-54.51,46.855,-91.211,52.497,-96.416,59.869,-55.493,56.775,0
1998,Don't Make Me Happy,Deep Purple,SOEJVZK1315CD46271,ARXPE8V1187B99AEC9,3,0.877,-7.684,87.337,0.778,11,0.6609999999999999,0.47788353,0.003,0.0,56.608000000000004,-121.757,190.89,-121.566,93.663,-217.275,116.566,-59.184,71.889,-78.592,178.82299999999998,-55.93899999999999,75.96300000000001,-86.93299999999999,95.26299999999999,-60.553000000000004,48.214,-52.943000000000005,57.815,-76.87,43.526,-44.778,47.232,0
1996,Trouble,Shawn Colvin,SOAUSUN1313438D4D8,ARDW5AW1187FB55708,4,0.946,-15.552999999999999,116.87899999999999,0.98,5,0.5660000000000001,0.37509458,0.006999999999999999,2.8710000000000004,52.798,-250.405,185.42700000000002,-192.972,66.46600000000001,-187.975,237.595,-64.214,140.105,-169.61900000000003,93.03200000000001,-90.618,66.39699999999999,-114.706,110.015,-60.784,70.395,-77.7,63.101000000000006,-81.49600000000001,57.25,-44.711000000000006,47.277,0
2008,A Long Time Ago,Dr. Dog,SOBVOOT1312A8AAEB5,ARW1XCK1187B9A2D47,4,1.0,-11.558,139.394,0.57,9,0.522,0.40104116100000003,0.003,7.171,53.168,-184.30599999999998,130.808,-174.865,136.16299999999998,-264.305,145.251,-45.174,155.763,-97.697,109.63600000000001,-85.221,65.469,-118.29,96.334,-51.611999999999995,76.84899999999999,-59.128,90.005,-108.447,65.12,-39.667,56.876000000000005,0
1990,Down In The Dark,Mark Lanegan,SOEVUTC12A8C134603,AR890YA1187B99E328,4,0.963,-14.583,120.764,0.741,9,0.561,0.7591617159999999,0.026000000000000002,0.44,48.497,-68.235,162.667,-39.493,73.704,-93.75399999999999,138.174,-104.819,49.468,-68.71,125.27600000000001,-29.85,78.956,-32.725,117.667,-100.65700000000001,23.723000000000003,-45.391999999999996,87.71600000000001,-32.149,72.23100000000001,-56.644,43.828,0
2002,The Jesus Virus,Lock Up,SODGCKC1313438E77C,ARL5ZW81187FB5ABBA,4,1.0,-6.622000000000001,120.867,0.897,10,0.517,0.981621503,0.052000000000000005,0.264,54.797,43.26,166.197,-75.743,46.053999999999995,-76.972,76.655,-72.555,49.12,-74.318,100.255,-39.001999999999995,69.579,-36.569,56.528999999999996,-39.795,29.993000000000002,-15.744000000000002,38.095,-125.212,45.57899999999999,-38.311,30.249000000000002,0
1990,Punch and Judy,XTC,SOKMTRJ13756FC9537,ARNSYEO1187B9B8945,4,0.57,-11.561,96.70700000000001,0.7829999999999999,10,0.507,0.620016131,0.004,1.177,50.633,-64.657,200.889,-190.459,140.925,-136.207,149.236,-112.29899999999999,121.499,-89.815,197.83599999999998,-71.551,58.871,-104.15799999999999,59.797,-75.758,37.41,-45.063,55.695,-88.575,74.967,-45.748999999999995,41.784,0
2009,My Days,Collective Soul,SONKSLM12AB018750C,ARDJAPU1187B9B4D48,4,1.0,-4.922,92.712,1.0,0,0.537,0.822044308,0.024,0.244,57.652,-44.802,230.64,-191.65099999999998,85.57,-111.48100000000001,398.719,-69.92399999999999,110.87100000000001,-101.86200000000001,73.498,-71.653,80.96,-119.7,99.95200000000001,-53.663000000000004,35.41,-49.078,66.29,-85.831,40.478,-37.021,39.751999999999995,0
1999,It Takes More,Silkk the Shocker,SOBCPFJ12AB0189553,ARYSZLL12FE0862D2D,4,0.9890000000000001,-8.541,91.244,0.542,11,0.56,0.5998449929999999,0.0,0.0,54.83,-117.463,171.13,-167.937,151.086,-152.024,178.80700000000002,-81.028,122.167,-130.335,138.381,-72.947,119.238,-70.808,97.53200000000001,-82.882,56.107,-78.285,73.14399999999999,-98.913,49.923,-52.15,59.958999999999996,0
2003,Say Goodbye,Year of the Rabbit,SONAZRM12A58A7BA9A,ARRG4T61187FB41F69,4,1.0,-4.428,74.07600000000001,0.466,10,0.648,0.826146635,0.008,0.0,57.042,-77.68,173.49599999999998,-110.993,94.884,-107.31700000000001,358.12199999999996,-43.291000000000004,112.478,-90.329,62.342,-74.417,62.599,-80.59100000000001,129.722,-42.981,50.963,-54.486000000000004,37.973,-64.835,42.733999999999995,-55.143,38.571,0
2000,It Takes Some Time,Catch 22,SOMESTB1311AFE5831,AR1898D1187FB4617D,4,0.81,-4.454,120.01,0.525,0,0.716,0.982176983,0.021,32.804,57.733999999999995,-30.124000000000002,201.035,-68.137,238.079,-73.425,164.30700000000002,-38.533,127.905,-92.65,118.28,-62.926,62.833,-86.242,84.75,-51.646,44.317,-50.086999999999996,65.641,-59.882,75.426,-31.291999999999998,37.825,0
1991,You and I Will Meet Again,Tom Petty and the Heartbreakers,SOFMNOW1315CD47E72,ARF4L041187FB4D318,4,0.991,-8.597000000000001,124.969,0.914,4,0.625,0.817049217,0.028999999999999998,0.62,54.316,-182.997,169.00599999999997,-60.348,87.774,-223.322,60.57,-42.574,104.568,-76.752,173.59599999999998,-55.50899999999999,68.27199999999999,-59.596000000000004,54.191,-76.919,50.46,-35.812,69.40899999999999,-50.338,28.625999999999998,-57.268,29.658,0
2008,From Now On,Nada Surf,SOREAVS137410E66DC,ARAC72R1187FB38D84,4,1.0,-4.41,146.895,0.222,11,0.342,0.933386113,0.013000000000000001,0.625,57.776,-82.848,165.80599999999998,-145.02,96.715,-98.594,121.976,-65.485,54.744,-68.358,28.820999999999998,-42.163999999999994,58.028,-53.497,150.846,-58.325,14.702,-34.299,66.685,-110.199,27.785999999999998,-45.711999999999996,26.676,0
2003,Vibrate,Rufus Wainwright,SOIUTBO1315CD467A0,ARE0WH81187B9A7BA3,3,1.0,-11.463,103.92200000000001,0.439,1,0.727,0.174287965,0.003,0.259,56.033,-211.299,166.24200000000002,-131.234,159.884,-201.051,143.06,-68.449,74.696,-84.069,81.354,-64.048,70.46600000000001,-88.94,130.289,-39.582,49.706,-48.674,83.964,-78.69800000000001,48.972,-52.593,57.782,0
1998,Bungaloo Punta Cometa,Plastilina Mosh,SOTUMUC131677167E7,ARAK3X11187B98FCB1,4,0.9620000000000001,-9.414,149.971,0.057999999999999996,6,0.297,0.761011028,0.005,4.1610000000000005,52.93,-209.4,214.903,-149.601,141.309,-276.694,200.77200000000002,-54.70399999999999,101.21700000000001,-91.40100000000001,125.24700000000001,-82.22399999999999,74.248,-97.56299999999999,99.95100000000001,-63.668,87.634,-71.528,92.228,-87.079,55.266000000000005,-42.943999999999996,49.766000000000005,0
2010,The Green and Black,Overkill,SOIJAPK1311AFD540B,ARIZ6AI1187FB5197C,4,0.925,-5.332000000000001,91.463,0.415,2,0.539,0.966840617,0.025,0.0,57.96,-155.012,186.042,-156.195,124.34100000000001,-129.321,365.616,-97.99,57.49100000000001,-109.779,121.368,-73.389,48.905,-80.373,98.536,-62.63,52.095,-71.456,37.832,-99.885,30.346999999999998,-43.905,59.891999999999996,0
2000,Love is Blind,David Coverdale,SOHFEUY13529C8538E,ARLEBU11187B9AE013,4,0.92,-8.549,75.88600000000001,0.691,0,0.784,0.467002569,0.003,0.0,56.72,-87.648,319.712,-75.33800000000001,136.131,-274.528,168.94,-49.159,131.122,-74.138,169.423,-59.326,81.75,-147.928,111.073,-79.156,42.633,-62.383,68.84899999999999,-86.025,42.545,-75.411,51.235,0
2002,Hole in Your Head,Treble Charger,SOCARVB12AB017E856,ARUA62A1187B99D9B0,4,0.972,-5.456,82.57799999999999,0.784,4,0.39,0.908196613,0.023,0.0,57.381,-93.73899999999999,196.06,-95.50200000000001,163.218,-122.615,173.995,-78.237,57.49100000000001,-59.178999999999995,70.032,-55.547,56.216,-50.216,83.024,-75.41,30.188000000000002,-39.144,58.495,-91.82700000000001,40.632,-41.81100000000001,26.83,0
2000,Next Time,soulDecision,SOCMWQJ1315CD4BD81,ARBY2JE1187FB52ED9,4,1.0,-6.2860000000000005,76.976,0.784,4,0.26899999999999996,0.798167891,0.001,0.01,56.787,-83.735,170.907,-129.661,95.87700000000001,-153.39,236.922,-49.445,74.191,-92.795,141.955,-63.464,53.628,-84.115,86.57700000000001,-58.708999999999996,43.659,-42.968,66.729,-95.899,44.417,-41.91,45.303000000000004,0
2009,For the Lovers,Whitney Houston,SOYPKKG12AB0182070,AR30R5E1187B9AD78A,4,1.0,-4.585,107.995,1.0,0,0.0,0.876828875,0.005,4.762,59.91,-39.12,215.72299999999998,-115.59200000000001,161.993,-235.905,243.197,-62.121,103.509,-124.70299999999999,165.646,-76.09899999999999,76.688,-101.311,95.71,-69.234,56.577,-58.225,82.48,-107.637,46.235,-53.548,41.586000000000006,0
2004,The Reason,Kidz Bop Kids,SODZNKQ12AF72A0018,ARULXDM1293C0280DF,4,0.972,-7.604,82.94,0.635,4,0.377,0.46821124799999997,0.004,0.0,58.34,-128.096,171.13,-104.165,103.227,-116.559,143.561,-62.903999999999996,80.722,-104.70200000000001,22.514,-60.931000000000004,56.42100000000001,-86.906,102.197,-43.598,44.714,-79.86399999999999,46.449,-62.013000000000005,32.777,-68.25399999999999,38.843,0
1996,Enya,Various artists,SOBUOBN1313439B1B1,ARAGWS81187FB3F768,3,0.415,-22.886999999999997,92.993,0.27399999999999997,10,0.054000000000000006,0.086981247,0.002,0.0,43.644,-215.019,171.13,-108.23200000000001,225.495,-142.928,117.4,-33.104,146.737,-70.53699999999999,90.96,-94.21700000000001,71.744,-62.178000000000004,77.88600000000001,-61.442,39.957,-48.888000000000005,103.04799999999999,-51.353,35.311,-33.844,50.88,0
2008,Resuscitate,This Is Hell,SOAVLZD1311AFE5039,ARVWIEH1187B9B39B5,4,0.8690000000000001,-4.565,97.09200000000001,0.703,6,0.26,0.977566755,0.017,0.813,57.122,-26.673000000000002,153.23,-90.493,79.357,-90.67399999999999,207.898,-93.62799999999999,45.723,-85.618,110.147,-45.358000000000004,49.652,-40.516,98.238,-38.757,26.444000000000003,-33.103,41.619,-140.498,71.308,-31.936999999999998,37.086,0
2010,Here Tomorrow Gone Today,Lifehouse,SOPPSDV12AB0186A28,ARUTEVU1187B9ACAF9,4,0.986,-5.444,120.15299999999999,0.9490000000000001,4,0.005,0.965093706,0.045,0.0,56.68,-73.518,171.13,-82.48299999999999,131.065,-225.05599999999998,128.556,-59.177,102.984,-89.931,105.285,-42.474,61.582,-82.294,91.557,-47.725,23.66,-37.657,77.033,-49.963,44.214,-50.102,30.028000000000002,0
2007,Raging in the Plague Age,Les Savy Fav,SOAVUCA1376EBE16E8,AR8XOFS1187FB3711C,4,0.893,-8.113,168.083,0.17300000000000001,0,0.669,0.689173968,0.027000000000000003,0.0,53.578,-8.022,171.13,-104.83200000000001,154.94,-76.243,280.518,-62.832,78.247,-101.514,91.71700000000001,-55.261,72.117,-100.037,105.096,-51.928000000000004,49.785,-37.415,50.873000000000005,-68.443,68.631,-37.556999999999995,43.935,0
1999,C-Murder,Silkk the Shocker,SOAUYME12AF729BD69,AR2TSU61187FB5C4F0,4,1.0,-6.059,81.736,0.289,7,0.672,0.68211683,0.0,0.0,53.92,-57.82899999999999,213.764,-219.56599999999997,153.248,-215.476,397.496,-46.581,165.532,-197.65099999999998,167.47299999999998,-99.723,109.149,-124.74600000000001,144.525,-108.26899999999999,42.115,-72.38,93.458,-101.038,60.677,-58.986000000000004,66.419,0
1992,Kitchen,The Lemonheads,SOHWQXD12A6D4F8D2B,AR3EPSZ1187B997170,4,0.95,-7.985,100.82700000000001,0.912,2,0.125,0.9456644959999999,0.024,0.0,54.968999999999994,-26.886,171.13,-52.68,85.307,-403.526,69.72,-57.321999999999996,65.529,-73.413,127.535,-60.986999999999995,64.158,-61.76,66.87100000000001,-55.203,57.163999999999994,-44.214,97.339,-42.583999999999996,16.708,-56.823,32.969,0
2004,Life Goes On,LeAnn Rimes,SOAIXGJ12B0B80746C,ARE3LP51187B9ACD29,4,1.0,-5.407,95.994,1.0,9,0.605,0.8322567120000001,0.005,0.113,57.873999999999995,-58.916000000000004,205.58900000000003,-141.845,175.262,-130.46,209.797,-50.885,127.321,-122.306,172.169,-105.868,92.186,-128.41,123.978,-57.222,48.707,-63.687,93.417,-108.906,98.154,-50.93,49.293,0
1997,Let's Go Away For Awhile,The Beach Boys,SOOFBHD13ABD164EF2,AR2DGPY1187FB4CECF,3,0.467,-17.758,88.03399999999999,0.9620000000000001,10,0.044000000000000004,0.22771642600000003,0.0,9.257,50.262,-241.895,53.27,-104.281,142.804,-79.02,95.00399999999999,-80.848,95.321,-85.06700000000001,85.40799999999999,-40.568000000000005,131.88,-70.295,67.654,-50.239,78.47399999999999,-48.905,45.597,-62.876000000000005,21.779,-60.781000000000006,44.081,0
2006,Dreams,The Residents,SOJHVVX13167713D2D,AR95XYH1187FB53951,4,0.693,-12.845,105.164,0.10800000000000001,0,0.209,0.550829858,0.002,0.0,54.625,-329.25800000000004,247.93099999999998,-175.298,150.786,-143.12,164.481,-74.968,139.97799999999998,-75.695,58.995,-82.899,59.43600000000001,-67.584,56.608000000000004,-82.73700000000001,41.183,-69.431,43.368,-108.413,31.835,-62.342,52.022,0
2010,Going Through Changes,Eminem,SOSSDMR131634AA095,ARTH9041187FB43E1F,4,0.986,-5.0489999999999995,86.008,0.914,0,0.456,0.849578974,0.003,0.6890000000000001,56.71,-117.12799999999999,206.843,-104.758,123.811,-126.008,125.70100000000001,-77.053,98.928,-112.76,99.03200000000001,-93.045,69.539,-97.708,101.868,-71.638,51.722,-55.445,78.035,-76.242,41.225,-73.63600000000001,35.486,0
2001,Happy Face,Destiny's Child,SOUMAJA131343871ED,ARKWI7M1187B9B7713,4,1.0,-5.125,130.06,0.945,11,0.589,0.77006157,0.006,0.001,58.341,-79.76,235.40200000000002,-133.606,176.521,-203.907,188.03599999999997,-51.356,112.833,-115.521,56.195,-94.792,94.32600000000001,-94.051,68.803,-54.638000000000005,59.573,-53.763000000000005,78.72,-91.209,54.562,-52.477,79.85600000000001,0
2001,Haydays,The Ex,SOPTSAA1316771A81B,ARFKO5L1187B9B52B5,4,1.0,-7.02,124.845,0.867,10,0.099,0.957631931,0.018000000000000002,0.0,54.151,-16.349,262.36,-145.69,95.211,-216.075,193.5,-79.357,95.709,-125.711,266.775,-97.75200000000001,86.74,-74.82300000000001,80.384,-65.012,43.891000000000005,-45.974,47.813,-94.84899999999999,36.579,-48.816,97.23700000000001,0
2000,Kenny Rogers - Pharoahe Monch Dub Plate,Wyclef Jean,SOCIZND1313439D941,ARRJ3UC1187FB579D7,4,1.0,-7.024,97.055,0.89,2,0.7709999999999999,0.495492875,0.001,15.107999999999999,52.836000000000006,-172.498,225.945,-179.042,171.108,-210.32,216.299,-110.47,153.438,-136.724,182.55700000000002,-100.85600000000001,82.544,-107.432,116.823,-78.682,66.09,-78.687,84.166,-104.131,65.553,-57.512,43.661,0
1997,Alternative Baby,Reel Big Fish,SOVLUAH12AAF3B1F2F,ARZJ4MI1187B9AF5AF,4,0.956,-7.593,106.139,0.71,8,0.29,0.836561412,0.023,2.097,54.956,-22.078000000000003,308.83799999999997,-102.101,131.251,-163.161,244.574,-81.2,80.26100000000001,-104.18799999999999,110.475,-76.298,48.435,-88.1,95.831,-69.252,48.799,-35.329,96.439,-166.917,41.891999999999996,-50.303999999999995,44.372,0
2001,If You've Never Been in Love with Anything,Embrace,SOWNBDG12A6310F229,AR559CG1187FB4903D,4,1.0,-8.527000000000001,139.769,0.513,4,0.74,0.6902694490000001,0.011000000000000001,0.0,54.277,-84.45200000000001,171.13,-59.358000000000004,78.76899999999999,-153.849,120.965,-83.79899999999999,75.544,-60.541000000000004,145.541,-55.138999999999996,51.151,-55.63399999999999,58.51,-52.433,51.343999999999994,-44.839,65.05199999999999,-46.98,61.461999999999996,-43.84,60.193999999999996,0
1998,Pale,Kristin Hersh,SOCCPNC12A8C131995,ARSFARZ1187FB3C60F,4,0.634,-13.577,104.92399999999999,0.34299999999999997,9,0.5379999999999999,0.27465566399999997,0.008,0.0,49.663999999999994,-63.58,171.13,-189.485,74.90899999999999,-108.05799999999999,268.683,-24.566999999999997,74.919,-53.88399999999999,70.613,-73.294,25.846,-84.235,73.352,-52.43899999999999,26.143,-33.541,61.669,-49.508,23.496,-39.967,45.838,0
2005,Devil Inside,Utada,SONSAKS12AF729FD98,AR33NJ21187B9AC3D9,4,1.0,-4.939,129.00799999999998,1.0,10,0.0,0.972454818,0.003,0.763,56.504,7.718,241.253,-125.559,158.702,-139.404,183.322,-67.46300000000001,79.8,-94.72200000000001,162.694,-94.396,61.321999999999996,-52.486999999999995,59.512,-50.472,44.784,-46.48,51.275,-73.22800000000001,47.864,-50.081,47.433,0
1990,A Room with a View,Death Angel,SORWTXD13B0482D877,ARXMMFB1187B99A43F,4,0.95,-19.145,84.46799999999999,0.688,7,0.866,0.297537903,0.006999999999999999,14.189,46.122,-56.257,238.44299999999998,-115.072,80.95,-183.07,215.84599999999998,-64.972,76.232,-78.95100000000001,121.016,-58.335,67.378,-53.843,64.46,-53.795,54.707,-44.257,53.667,-86.507,38.385,-39.047,62.083,0
2004,Happiness,Ron Sexsmith,SOLRPIX130516E085B,ARQ37911187B9B31F3,4,0.479,-14.884,86.079,0.027000000000000003,2,0.406,0.19532295800000002,0.006999999999999999,0.031,49.282,-149.377,194.74400000000003,-116.869,94.8,-182.389,171.015,-66.658,85.97,-70.561,143.252,-76.697,45.736000000000004,-107.45200000000001,95.01899999999999,-71.88600000000001,57.626000000000005,-39.629,77.444,-68.52199999999999,46.185,-48.06,61.503,0
2006,Over The Wheat & The Barley,Isobel Campbell,SOADVKK131343971C4,AR33J0L1187B9B6499,4,0.284,-17.016,129.131,0.066,0,0.04,0.16338754800000002,0.008,1.619,49.196000000000005,-181.81599999999997,134.04,-117.708,115.31299999999999,-116.434,51.872,-68.294,109.20299999999999,-55.531000000000006,13.318,-65.80199999999999,44.74100000000001,-63.794,49.666000000000004,-55.01,38.742,-30.289,26.609,-50.428000000000004,25.108,-45.506,31.927,0
1997,Innamorata,Pat Benatar,SOFWHZG12A58A792E6,ARPMB2A1187FB4D306,3,0.889,-12.894,85.52,0.95,9,0.364,0.291504443,0.006999999999999999,0.0,51.007,-184.732,171.13,-158.739,35.431,-197.611,182.855,-47.263999999999996,86.292,-120.999,154.72799999999998,-74.14699999999999,58.965,-77.375,133.72899999999998,-75.985,33.905,-85.46799999999999,62.597,-84.741,51.067,-28.941999999999997,62.608999999999995,0
2004,Police Truck,Dead Kennedys,SOPBWPP13763CFAF3C,AR050VJ1187B9B13A7,4,0.922,-5.559,111.15,0.879,2,0.365,0.995423029,0.06,33.719,57.01,-77.587,255.52700000000002,-55.201,135.082,-209.657,67.52199999999999,-93.09200000000001,49.54600000000001,-71.368,113.868,-96.18299999999999,38.585,-56.247,57.799,-66.527,57.953,-26.58,56.144,-39.176,27.496,-54.367,47.424,0
2001,Fatherless Child,Mystic,SOJSJJR12AB01848FD,ARPIT3A1187FB55A85,4,0.981,-13.634,94.069,0.809,6,0.504,0.38605323799999997,0.001,0.084,49.174,-270.4,175.41299999999998,-245.701,131.974,-239.755,171.59799999999998,-68.064,168.002,-121.78200000000001,98.15299999999999,-87.755,92.17200000000001,-121.694,143.803,-56.54,63.172,-69.954,79.80199999999999,-128.822,60.669,-60.873000000000005,45.175,0
1993,Dreams,Gabrielle,SOHHKUJ12B0B808F75,ARQ8VKP1187B9AEB31,4,1.0,-9.157,98.791,0.8690000000000001,4,0.83,0.688104363,0.008,2.911,54.013999999999996,-49.082,193.37400000000002,-136.196,136.547,-368.6,139.02700000000002,-37.125,123.26700000000001,-98.891,101.979,-76.171,82.27,-65.422,82.59,-73.899,33.976,-69.064,82.12200000000001,-70.021,40.338,-58.925,52.919,0
2007,Over,will.i.am,SODCXLL1315CD4613F,ARCLAF01187FB39AA6,4,1.0,-6.506,103.98299999999999,0.795,11,0.174,0.661780951,0.002,0.015,55.099,-240.204,182.92700000000002,-172.918,138.995,-343.892,130.293,-80.911,118.515,-104.054,160.98,-102.31,73.962,-110.39200000000001,154.738,-58.512,57.086000000000006,-67.681,93.434,-89.446,56.941,-48.543,37.995,0
1993,Clear Your Head,Pennywise,SOAHNQY1312A8A92BF,ARGFFA01187B9A2D11,4,0.9279999999999999,-9.442,91.84,0.149,7,0.008,2e-05,0.045,0.0,54.18,-65.653,293.135,-138.747,230.78099999999998,-195.65200000000002,238.868,-49.03,123.883,-106.009,151.42,-79.208,59.248999999999995,-80.29,97.807,-65.317,65.067,-47.957,54.887,-127.63799999999999,123.867,-44.308,42.132,0
2000,Stand Inside Your Love,The Smashing Pumpkins,SOMAUID12AF72AA90A,ARN5NHX1187FB4F755,4,1.0,-7.2860000000000005,135.976,0.214,3,0.34,0.760441588,0.005,0.01,56.184,-88.675,272.508,-105.92299999999999,91.38,-91.429,61.38,-83.557,94.166,-89.90799999999999,59.864,-51.324,51.695,-60.305,54.354,-44.706,44.379,-32.311,52.31,-83.58,31.113000000000003,-64.34,50.711000000000006,0
1999,Love Is a Sweet Thing,Faith Hill,SOPXNFD12AB018A6E5,ARVNGA71187FB3C107,4,0.992,-7.436,93.145,1.0,11,0.507,0.519034357,0.004,0.069,55.47,-118.876,186.128,-114.76100000000001,142.703,-267.28700000000003,133.97299999999998,-11.850999999999999,120.16799999999999,-94.27600000000001,217.018,-101.75299999999999,81.188,-68.598,120.11,-72.365,43.617,-69.872,96.43700000000001,-85.757,45.206,-48.088,60.74,0
2003,Blue Ridge Laughing,Carbon Leaf,SOKSSNV12AB018684F,ARFMHB31187FB47644,4,0.51,-9.236,203.832,0.27699999999999997,2,0.8540000000000001,0.595603355,0.004,20.658,54.885,-111.485,247.50599999999997,-189.11,232.90099999999998,-140.60399999999998,128.114,-62.427,126.69200000000001,-125.35600000000001,117.86,-77.044,65.881,-111.82799999999999,101.853,-72.382,68.78699999999999,-62.692,79.086,-84.096,75.46300000000001,-73.036,54.63,0
1998,Evil Louie,Deep Purple,SOSNSNM12A58A7A86A,ARXPE8V1187B99AEC9,4,0.972,-7.108,92.727,0.9309999999999999,2,0.522,0.684373456,0.024,0.0,56.068999999999996,-104.01299999999999,276.027,-126.054,132.201,-315.04900000000004,126.069,-63.58,90.537,-114.743,128.686,-91.904,77.62899999999999,-108.355,128.189,-60.751999999999995,45.733000000000004,-45.647,88.49600000000001,-109.98299999999999,84.545,-41.437,91.439,0
2003,Couldn't Have Said It Better,Meat Loaf,SOIOJUJ13665BCD4CA,ARZXLBD1187B9B1EB1,4,0.826,-3.758,88.06,0.275,2,0.9790000000000001,0.924944001,0.005,0.0,60.007,-38.708,338.471,-78.92399999999999,180.614,-129.656,121.088,-80.58,160.186,-88.777,129.929,-116.333,73.08800000000001,-92.851,97.486,-76.39399999999999,61.872,-45.353,88.84100000000001,-90.669,41.122,-44.75899999999999,59.733999999999995,0
2002,Petrol,Ash,SORCLWB13669E085BF,ARM66431187FB4CD0B,4,0.466,-3.53,170.138,0.193,9,0.335,0.994672578,0.022000000000000002,31.927,58.85,21.164,210.352,-57.269,183.868,-413.889,61.54,-70.417,91.70100000000001,-88.12799999999999,226.00900000000001,-49.472,101.866,-49.152,56.15,-30.511999999999997,47.893,-37.031,86.03399999999999,-50.052,41.016999999999996,-32.516999999999996,35.902,0
2003,Already Gone,Eagles,SOUESNX12A8AE4618F,AR16GSC1187B9A6291,4,1.0,-6.146,146.296,0.98,7,0.875,0.873130142,0.008,0.0,57.295,-97.69200000000001,211.02900000000002,-102.96700000000001,109.417,-124.822,109.56299999999999,-81.291,81.327,-107.43799999999999,208.40599999999998,-65.205,80.156,-85.554,71.589,-65.404,56.479,-63.589,60.245,-59.86,55.497,-58.167,40.923,0
1995,Her Brand New Skin,Everclear,SOAHKWR12A6310E01A,ARTH2D01187B98D865,4,0.8140000000000001,-5.91,86.617,0.875,0,0.163,0.987584516,0.011000000000000001,16.514,56.044,-92.155,151.386,-104.19,124.73,-100.35600000000001,96.79,-76.446,92.67299999999999,-114.243,94.84200000000001,-53.006,50.626000000000005,-47.699,42.438,-39.071999999999996,59.638000000000005,-34.846,45.132,-72.208,34.169000000000004,-51.768,40.215,0
2006,No Chances Lost,Cellador,SODBWZW12A8C134042,ARL5L411187B9B197B,4,0.8909999999999999,-4.011,107.525,0.872,6,0.428,0.9953940579999999,0.018000000000000002,2.8710000000000004,59.309,-23.223000000000003,195.21,-130.768,104.21700000000001,-89.088,280.186,-69.055,76.744,-78.817,123.905,-81.66199999999999,70.637,-64.101,111.53200000000001,-62.31,54.576,-59.728,53.136,-52.108000000000004,66.294,-47.489,70.043,0
2008,Polaroid,Shwayze,SOUZQHP12A8C144497,ARVXA5G11C8A4151A4,4,1.0,-5.57,100.00399999999999,0.932,7,0.1,0.8993772040000001,0.018000000000000002,0.069,57.58,-123.771,274.676,-154.422,114.01100000000001,-190.513,394.68699999999995,-51.253,132.734,-117.67399999999999,114.698,-94.73299999999999,58.287,-155.74,124.565,-80.186,54.595,-57.755,112.292,-80.064,50.126999999999995,-63.843,37.196999999999996,0
1994,Company Book,Sugar,SOVERUF13B183C28C9,AR0REL71187B9B7AD0,4,1.0,-6.119,103.947,0.889,11,0.313,0.97423663,0.003,11.231,54.663999999999994,-139.91899999999998,100.57600000000001,-100.385,53.363,-133.19899999999998,147.227,-39.994,46.983000000000004,-67.52600000000001,162.249,-43.841,51.946999999999996,-38.914,114.98200000000001,-24.668000000000003,24.238000000000003,-17.147000000000002,55.631,-55.272,34.494,-33.389,11.99,0
2009,Tell Me Where You Are,Hit the Lights,SORDRMX1313438F97C,ARSASTM1187FB52759,4,0.996,-4.205,136.1,1.0,6,0.032,0.9249210529999999,0.016,0.0,57.776,0.21100000000000002,180.108,-101.095,189.843,-116.71799999999999,59.102,-47.725,128.404,-85.264,67.947,-90.617,80.76,-71.332,62.381,-53.784,51.075,-33.361,55.273999999999994,-57.233999999999995,29.273000000000003,-70.605,40.505,0
